,School,FullAddress,Latitude,Longitude
390,"Our Lady''s Secondary School, Templemore, Co Tipperary","Sisters of Mercy Convent, Church Ave, Kiltillane, Templemore, Co. Tipperary, Ireland",52.7971606,-7.829430700000001
391,"Cnoc Mhuire, Granard, Co Longford","Rathcronan, Granard, Co. Longford, Ireland",53.780259,-7.488388
392,"Firhouse Community College, Firhouse, Dublin 24","Firhouse Rd, Tallaght, Dublin 24, Ireland",53.2762325,-6.3484937
393,"St Ciaran''s Community School, Kells, Co Meath","Gardenrath, Kells, Co. Meath, Ireland",53.724565,-6.871833
394,"Colaiste Chraobh Abhann, Creowen, Co Wicklow","Creowen, Kilcoole, Co. Wicklow, Ireland",53.10024379999999,-6.0653897
395,"Douglas Community School, Douglas, Cork","Clermont Ave, Douglas, Cork, T12 HF77, Ireland",51.8788253,-8.4430259
396,"CBS, Midleton, Co Cork","Castleredmond, Midleton, Co. Cork, P25 C951, Ireland",51.90720049999999,-8.1703219
397,"St Louis Community School, Kiltimagh, Co Mayo","Kiltimagh, Cordarragh, Kiltimagh, Co. Mayo, Ireland",53.8484098,-9.0020908
398,"CBS Thurles, O''Donovan Street, Co Tipperary","O'Donovan Rossa St, Thurles Townparks, Thurles, Co. Tipperary, Ireland",52.6811987,-7.8142163
399,"Scoil Mhuire Gan Smal, Blarney, Co Cork  ","Blarney, Shean Lower, Blarney, Co. Cork, Ireland",51.9325413,-8.5598213
400,"St Columbas College, Lifford, Co Donegal","Drumboe Ave, Stranorlar, Co. Donegal, Ireland",54.8040645,-7.7752411
401,"St Mary''s Diocesan School, Drogheda,  Co Louth","Beamore Rd, Lagavooren, Drogheda, Co. Louth, Ireland",53.7082726,-6.3473201
402,"St Eunan''s College, Letterkenny, Co Donegal","Letterkenny, Co. Donegal, Ireland",54.9517496,-7.7455758
403,"Mean Scoil Nua an Leith Triuigh, Castlegregory, Co Kerry","Mean Scoil Nua an Leith Triuigh, Castlegregory, Co. Kerry, Ireland",52.2550173,-10.0179768
404,"De La Salle College, Churchtown, Dublin 14","Churchtown Rd Upper, Churchtown Upper, Dublin, D14 A0T9, Ireland",53.2967167,-6.264200199999999
405,"Pobailscoil na Trionoide, Youghal, Co Cork","Parkmountain, Youghal, Co. Cork, P36 Y763, Ireland",51.95128,-7.873863099999999
406,"St Paul''s College, Raheny, Dublin 5","D05 E7N1, Sybil Hill Rd, Clontarf, Dublin, Ireland",53.372599,-6.1919029
407,"Rice College, Westport, Co Mayo","Castlebar Rd, Knockranny, Westport, Co. Mayo, Ireland",53.8011577,-9.5127496
408,"Moyle Park College, Clondalkin,  Dublin 22","Convent Rd, Clondalkin, Dublin 22, Ireland",53.3203273,-6.3971847
409,"Ballinrobe Community School, Ballinrobe, Co Mayo","Convent Rd, Friarsquarter West, Ballinrobe, Co. Mayo, Ireland",53.62317960000001,-9.2123198
410,"Maria Immaculata Community College, Dunmanway, Co Cork","Bantry Rd, Underhill, Dunmanway, Co. Cork, Ireland",51.71469339999999,-9.1158591
411,"Good Counsel College, New Ross, Co Wexford","Bosheen St, Reddysland, New Ross, Co. Wexford, Ireland",52.3960173,-6.9313993
412,"Abbey Community College, Ferrybank, Co Kilkenny","Abbey Rd, Ferrybank, Abbeylands, Co. Waterford, Ireland",52.26423699999999,-7.101846
413,"St Clement''s College, South Circular Road, Limerick","Laurel Hill Avenue, South Circular Road, Limerick, Ireland",52.65570940000001,-8.6382446
414,"Colaiste an Chroi Naofa, Carrignavar, Co Cork","College Rd, Carrignavar, Co. Cork, Ireland",51.98478309999999,-8.4699168
415,"Colaiste Pobail Acla, Achill, Co Mayo","Polranny, Achill, Co. Mayo, Ireland",53.932702,-9.913690599999999
416,"Colaiste Pobail Bheanntrai, Bantry, Co Cork","Carrignagat, Bantry, Co. Cork, Ireland",51.6739835,-9.4463403
417,"Colaiste Cholmcille, Ballyshannon, Co Donegal","Coláiste Cholmcille, College St, Camp, Ballyshannon, Co. Donegal, Ireland",54.50324329999999,-8.1842886
418,"St Nathy''s College, Ballaghaderreen, Co Roscommon","Chapel Street, Ballaghadereen, Co. Roscommon, Ireland, Co. Roscommon, Ireland",53.90419,-8.581287999999999
419,"Borrisokane Community College, Borrisokane, Co Tipperary","Borrisokane Church of Ireland, Fairgreen, Ballyhaden, Borrisokane, Co. Tipperary, Ireland",53.00106650000001,-8.1181204
420,"Pobalscoil Chloich Cheannfhaola, Letterkenny, Co Donegal","Ballyconnell, Falcarragh, Co. Donegal, F92 KR25, Ireland",55.1418815,-8.099637
421,"Wexford CBS Secondary School, Thomas Street, Wexford","Thomas St, Slippery Green, Wexford, Ireland",52.333357,-6.4650908
422,"St Joseph''s Community College, Kilkee, Co Clare","Dough West End, Dough, Co. Clare, Ireland",52.6818076,-9.646753
423,"St John Bosco Community College, Kildysart, Co Clare","Cahiracon, Kildysart, Co. Clare, Ireland",52.6726705,-9.104600300000001
424,"Ardscoil Rath Iomghain, Rathangan, Co Kildare","Rathangan, Rathangan Demesne, Rathangan, Co. Kildare, Ireland",53.2183382,-6.9941143
425,"Coola Post Primary School, Riverstown, Co Sligo","Riverstown, Carrickcoola, Via Boyle, Co. Sligo, F52 XE71, Ireland",54.1538951,-8.375937799999999
426,"Piper''s Hill College, Naas, Co Kildare","Killashee, Piper's Hill Campus, Naas, Co. Kildare, Ireland",53.1954453,-6.669875999999999
427,"Ballybay Community College, Ballybay, Co Monaghan","R180, Corrybrannan, Co. Monaghan, Ireland",54.123694,-6.901818
428,"Colaiste Mhuire, Johnstown, Co Kilkenny","Urlingford Rd, Glebe, Johnstown, Co. Kilkenny, Ireland",52.7443664,-7.5596697
429,"Holy Family Community School, Rathcoole,  Co Dublin","Rathcoole, Co. Dublin, Ireland",53.2801699,-6.4767635
430,"Rockford Manor Secondary School, Blackrock, Co Dublin","Rockford Manor secondary school, Stradbrook Rd, Blackrock, Dublin, Ireland",53.287178,-6.162801
431,"St Mogue''s College, Belturbet, Co Cavan","Bawnboy, Co. Cavan, Ireland",54.122559,-7.677543699999998
432,"Saint Dominic''s College, Ballyfermot, Dublin 10","10 Kylemore Rd, Chapelizod, Ballyfermot, Co. Dublin, Ireland",53.3445522,-6.3472355
433,"Colaiste Na Sionna, Banagher, Co Offaly                                                         ","Kylebeg, Banagher, Co. Offaly, Ireland",53.1868093,-7.9863692
434,"Scoil na mBraithre, Dungarvan, Co Waterford","Mitchell St, Dungarvan, Co. Waterford, Ireland",52.0878205,-7.6227649
435,"Dunmore Community School, Co Galway, 2Dunmore Community School","Barrack St, Abbeyland South, Dunmore, Co. Galway, Ireland",53.61665499999999,-8.740063899999999
436,"Gairmscoil na bPiarsach, Rosmuc, Co Galway (G)                                                    ","An Gort Mór, Rosmuck, Co. Condae na Gaillimhe, Ireland",53.3868091,-9.610529099999999
437,"O''Carolan College, Nobber, Co Meath ","O'Carolan College, Nobber, Co. Meath, Ireland",53.8173128,-6.7419012
438,"St Kevin''s CBS, Arklow, Co Wicklow","Coolgreaney Rd, Sheephouse, Arklow, Co. Wicklow, Ireland",52.79753059999999,-6.1660971
439,"Presentation Secondary School, Clonmel, Co Tipperary","Dungarvan Rd, Greenan, Clonmel, Co. Tipperary, Ireland",52.3487105,-7.717249
440,"Monaghan Collegiate School, Corlatt, Monaghan","Corlatt, Corlat, Monaghan, Ireland",54.2412459,-6.9395153
441,"Avondale Community College, Rathdrum, Co Wicklow","Rathdrum, Co. Wicklow, Ireland",52.9343558,-6.236100800000001
442,"Kildare Town Community School, Co Kildare, ","Dunmurry Rd, Crockanure Glebe, Co. Kildare, R51 D288, Ireland",53.169971,-6.9140788
443,"St Mary''s Secondary School, Baldoyle, Dublin 13","13 Main St, Baldoyle, Dublin, Ireland",53.3969916,-6.126854
444,"Gairm Scoil Chilleain Naofa (St Killian''s College), Ballinasloe, Co Galway","R348, Knockbrack, Co. Galway, Ireland",53.3009438,-8.488189499999999
445,"Colaiste Muire, Cobh, Co Cork","Bishop St, Kilgarvan, Cobh, Co. Cork, Ireland",51.8547853,-8.2937925
446,"Meanscoil Phadraig Naofa, Castleisland, Co Kerry","College Rd, Knockananlig, Castleisland, Co. Kerry, Ireland",52.2345409,-9.4578999
447,"Borris Vocational School, Borris, Co Carlow","Borris, Knocknagundarragh, Borris, Co. Carlow, Ireland",52.5972716,-6.9178413
448,"St Patrick''s College, Gardiner''s Hill, Cork","Gardiner's Hill, Montenotte, Cork, Ireland",51.9083252,-8.454953300000001
449,"Colaiste Lorcain, Castledermot, Co Kildare","Castledermot, Mullarney, Athy, Co. Kildare, Ireland",52.90921909999999,-6.8388259
450,"Colaiste Phobal Ros Cre, Roscrea, Co Tipperary","Corville Rd, Demesne, Roscrea, Co. Tipperary, Ireland",52.9538002,-7.7907329
451,"Causeway Comprehensive School, Tralee, Co Kerry","1 Tóchar View, Dromkeen West, Causeway, Co. Kerry, V92 EP46, Ireland",52.4118438,-9.7360539
452,"Largy College, Clones, Co Monaghan","1 Analore Rd, Legarhill, Monaghan, Co. Monaghan, Ireland",54.1791884,-7.224726500000001
453,"Athboy Community School, Athboy, Co Meath ","Mullaghstones, Athboy, Co. Meath, Ireland",53.6260616,-6.9134088
454,"Loreto College, Crumlin Road, Dublin 12","12 Crumlin Rd, Crumlin, Dublin 12, Ireland",53.329421,-6.297683
455,"Presentation / De La Salle College, Bagenalstown, Co Carlow","Presentation De La Salle College, Royal Oak Rd, Muine Bheag, Co. Carlow, Ireland",52.70090459999999,-6.9701113
456,"Mount Carmel Secondary School, Kings Inn Street, Dublin 1","King's Inns St, Rotunda, Dublin 1, D01 W657, Ireland",53.3520287,-6.2687145
457,"O''Connell School, North Richmond Street, Dublin 1","13 Richmond St N, Drumcondra, Dublin, D01 V1K2, Ireland",53.3584422,-6.2502078
458,"Colaiste an Chraoibhin, Fermoy, Co Cork","Coláiste an Chraoibhin, Duntaheen Rd, Duntahane, Fermoy, Co. Cork, Ireland",52.13523319999999,-8.2855797
459,"Oaklands Community College, Edenderry, Co Offaly","Sr Senan Avenue, Edenderry, Co. Offaly, Ireland",53.33684539999999,-7.063478399999999
460,"Bailieborough Community School, Bailieborough, Co Cavan","Virginia Rd, Tanderagee, Bailieborough, Co. Cavan, Ireland",53.9135139,-6.9735109
461,"Abbey Community College, Boyle, Co Roscommon","Abbey Community College, Upper Marian Rd, Termon, Boyle, Co. Roscommon, Ireland",53.969034,-8.29916
462,"Presentation Secondary School, Ballyphehane, Cork","Joe Murphy Rd, Ballyphehane, Cork, Ireland",51.88384380000001,-8.4784426
463,"Nagle Rice Secondary School, Doneraile, Co Cork","Doneraile, Horseclose, Doneraile, Co. Cork, Ireland",52.2215313,-8.5838574
464,"Fingal Community College, Swords, Co Dublin","Seatown Rd, Townparks, Swords, Co. Dublin, Ireland",53.46031199999999,-6.217521
465,"St Clare''s College, Ballyjamesduff, Co Cavan","Virginia Rd, Kilmore, Ballyjamesduff, Co. Cavan, Ireland",53.8655449,-7.1973026
466,"St Columba''s Comprehensive School, Glenties, Co Donegal","Glenties, Gortnamucklagh, Glenties, Co. Donegal, Ireland",54.7994626,-8.2861285
467,"Davis College, Summerhill, Co Cork","Carhookeal, Mallow, Co. Cork, P51 H589, Ireland",52.1250351,-8.641435699999999
468,"Crana College, Buncrana, Co Donegal","Crana Rd, Ardaravan, Inishowen, Co. Donegal, Ireland",55.1349829,-7.4576821
469,"Ard Scoil Chiarain Naofa, Clara, Co Offaly ","Ard Scoil Chiaráin Naofa, Frederick St, Kilcoursey, Clara, Co. Offaly, Ireland",53.3406303,-7.6124299
470,"Pobalscoil Iosolde, Palmerstown, Dublin 20","Kennelsfort Rd Upper, Johnstown, Dublin, Ireland",53.3488913,-6.3768632
471,"Glanmire Community College, Glanmire, Co Cork","Glanmire Community College, Brooklodge, Glanmire, Co. Cork, Ireland",51.93085300000001,-8.384384299999999
472,"Moyne Community School, Moyne, Co Longford","Moyne, Farmullagh, Moyne, Co. Longford, Ireland",53.9087849,-7.647365499999999
473,"St Mary''s Holy Faith, Killester, Dublin 5","Brookwood Meadow, Clontarf West, Dublin 5, Co. Dublin, D05 K588, Ireland",53.3792627,-6.2038294
474,"Gairmscoil Mhuire, Athenry, Co Galway                                                          ","Gairmscoil Mhuire, Caheroyn Road, Gorteenacra, Athenry, Co. Galway, Ireland",53.3013971,-8.7455249
475,"Tullamore College, Tullamore, Co Offaly ","Riverside, Tullamore, Co. Offaly, R35 XC66, Ireland",53.2756368,-7.487299999999999
476,"Sancta Maria College, Louisburgh, Co Mayo","Louisburgh, Clooncarrabaun, Louisburgh, Co. Mayo, Ireland",53.76468999999999,-9.8057109
477,"Old Bawn Community School, Tallaght, Dublin 24","24 Old Bawn Ave, Oldbawn, Dublin, D24 NVR4, Ireland",53.2804357,-6.3660551
478,"Adamstown Community College, Lucan, Co Dublin","Adamstown Community College, Station Rd, Adamstown, Lucan, Co. Dublin, Ireland",53.3365342,-6.4622851
479,"Castlerea Community School, Castlerea, Co Roscommon","Castlerea, Knockroe, Castlerea, Co. Roscommon, Ireland",53.7656374,-8.4837213
480,"Rosmini Community School, Drumcondra, Dublin 9","9 Grace Park Rd, Drumcondra, Dublin 9, Ireland",53.3710821,-6.245012099999999
481,"St Kevin''s College, Finglas, Dublin 11","Ballygall Rd E, Ballygall, Dublin 11, Ireland",53.3853781,-6.2778091
482,"St Fintinas Post Primary School, Enfield, Co Meath","Enfield Road, Clonguiffin, Meath, Ireland",53.45237530000001,-6.916161600000001
483,"St Patrick''s College, Killala, Co Mayo","Lacken Cross, Doonamona, Killala, Co. Mayo, Ireland",54.2294299,-9.2879252
484,"Loreto Community School, Milford, Co Donegal","Loreto Community School, Convent Rd, Millford, Milford, Co. Donegal, Ireland",55.0889377,-7.709008700000001
485,"Central Technical Institute, Clonmel, Co Tipperary","The Mall, Raheen, Clonmel, Co. Tipperary, Ireland",52.3537524,-7.695879
486,"St Clare''s Comprehensive School, Manorhamilton, Co Leitrim","Manorhamilton, Co. Leitrim, F91 FY82, Ireland",54.30192090000001,-8.1769719
487,"Caritas College, Ballyfermot, Dublin 10","10 Drumfinn Rd, Drumfinn, Dublin 10, Ireland",53.348866,-6.358626999999999
488,"St Mary''s Academy CBS, Station Road, Carlow","Railway Rd, Rathnapish, Carlow, Ireland",52.8411987,-6.9234051
489,"Gallen Community School, Ferbane, Co Offaly ","Lower Main St, Ferbane, Co. Offaly, R42 N8P8, Ireland",53.269388,-7.8285363
490,"Jesus & Mary Secondary School, Enniscrone, Co Sligo","507 Mulberry St, Independence, KS 67301, USA",37.2467307,-95.7122751
491,"De La Salle College, Newtown, Waterford","Newtown Road Lower, Waterford, Ireland",52.253541,-7.102575
492,"Marian College, Ballsbridge, Dublin 4","4 Lansdowne Rd, Dublin Southside, Co. Dublin, Ireland",53.33303429999999,-6.2270398
493,"Mountmellick Community School, Mountmellick, Co Laois","Market St, Townparks, Mountmellick, Co. Laois, Ireland",53.1176082,-7.3271745
494,"Grennan College, Thomastown, Co Kilkenny","Lady's Well St, Thomastown, Co. Kilkenny, Ireland",52.5284997,-7.1433941
495,"Drumshanbo Vocational School, Drumshanbo, Co Leitrim","Drumshanbo Vocational School, Carricknabrack, Drumshanbo, Co. Leitrim, Ireland",54.04853379999999,-8.046401399999999
496,"St Paul''s Secondary School, Monasterevin, Co Kildare","Hopkin's Lane, Monasterevin, Co. Kildare, Ireland",53.1425507,-7.0665546
497,"Ardgillan College, Balbriggan, Co Dublin","Castleland, Balbriggan, Co. Dublin, K32 KK33, Ireland",53.6006598,-6.1805202
498,"Elphin Community College, Castlerea, Co Roscommon","Castlerea, Knockroe, Castlerea, Co. Roscommon, Ireland",53.7656374,-8.4837213
499,"2Scoil Mhuire, Buncrana, Co Donegal","Ardaravan, Buncrana, Co. Donegal, Ireland",55.13121899999999,-7.4582273
